car,battery_capacity,profile,arrival_time_in_minutes,waiting_time_in_minutes,current_battery_level,willingness_to_pay_extra_per_kwh,willingness_to_release,target_battery_level,soc,ocv
Volvo EX30,51000,STANDARD,41245,3,12778,0.33,0.31,41522,0.25054901960784315,3.4636
Volvo EX30,51000,STANDARD,8568,0,11122,0.02,0.26,33681,0.218078431372549,3.4079
Tesla Model Y,75000,STANDARD,41031,3,17687,0.07,0.29,38238,0.23582666666666666,3.4383
Tesla Model Y,75000,STANDARD,3337,4,16427,0.18,0.26,47247,0.21902666666666668,3.4095
Tesla Model Y,75000,STANDARD,29781,2,14840,0.04,0.38,74003,0.19786666666666666,3.3713
Tesla Model Y,75000,STANDARD,1219,3,16162,0.22,0.4,59323,0.21549333333333334,3.4035
Skoda Enyaq,77000,STANDARD,39934,4,13812,0.17,0.25,73089,0.17937662337662338,3.3349
Tesla Model Y,75000,STANDARD,24040,2,12938,0.08,0.23,36730,0.17250666666666667,3.3213
Audi Q4 e-tron,52000,STANDARD,15700,0,17539,0.25,0.31,44028,0.33728846153846154,3.5516
Audi Q4 e-tron,52000,STANDARD,37223,0,12027,0.1,0.24,30793,0.23128846153846153,3.4306
Tesla Model Y,75000,STANDARD,10790,0,18839,0.15,0.33,63098,0.25118666666666667,3.4647
Audi Q4 e-tron,52000,STANDARD,26325,0,6418,0.23,0.24,23715,0.12342307692307693,3.2334
Tesla Model Y,75000,STANDARD,28046,4,15527,0.21,0.37,57296,0.20702666666666666,3.389
Tesla Model 3,75000,STANDARD,35257,1,5404,0.32,0.37,52875,0.07205333333333333,3.1157
Skoda Enyaq,77000,STANDARD,19712,3,8124,0.05,0.23,42758,0.1055064935064935,3.2027
Tesla Model 3,75000,STANDARD,38278,3,9245,0.34,0.26,59852,0.12326666666666666,3.2332
Volvo EX30,51000,STANDARD,36488,2,11693,0.3,0.29,44209,0.22927450980392156,3.4271
Skoda Enyaq,77000,STANDARD,639,1,15279,0.2,0.29,43109,0.19842857142857143,3.3725
Skoda Enyaq,77000,STANDARD,26097,0,7544,0.16,0.24,52668,0.09797402597402598,3.1831
Skoda Enyaq,77000,STANDARD,17917,3,11435,0.3,0.37,69492,0.1485064935064935,3.276
Tesla Model 3,75000,STANDARD,22919,0,17851,0.17,0.23,45479,0.23801333333333333,3.4421
Volvo EX30,51000,STANDARD,21038,0,15062,0.31,0.27,44878,0.29533333333333334,3.5115
Skoda Enyaq,77000,STANDARD,28417,1,14761,0.24,0.27,41319,0.1917012987012987,3.3592
Skoda Enyaq,77000,STANDARD,18406,4,16651,0.08,0.34,73092,0.21624675324675324,3.4048
Tesla Model 3,75000,STANDARD,33738,2,13680,0.3,0.27,59929,0.1824,3.3408
Skoda Enyaq,77000,STANDARD,30403,0,12983,0.25,0.27,29119,0.1686103896103896,3.3137
Skoda Enyaq,77000,STANDARD,43167,1,18138,0.18,0.28,67826,0.23555844155844155,3.4379
Volvo EX30,51000,STANDARD,6608,2,12947,0.23,0.28,43205,0.2538627450980392,3.4693
Skoda Enyaq,77000,STANDARD,28128,4,9029,0.24,0.2,61028,0.11725974025974026,3.223
Skoda Enyaq,77000,STANDARD,3020,3,7851,0.25,0.23,24448,0.10196103896103896,3.1935
Tesla Model Y,75000,STANDARD,4533,4,14381,0.04,0.33,52880,0.19174666666666668,3.3593
Tesla Model Y,75000,STANDARD,35706,2,14914,0.05,0.39,37405,0.19885333333333333,3.3733
Audi Q4 e-tron,52000,STANDARD,7668,4,10032,0.13,0.3,45806,0.19292307692307692,3.3616
Audi Q4 e-tron,52000,STANDARD,20600,0,18185,0.23,0.37,47315,0.34971153846153846,3.5634
Skoda Enyaq,77000,STANDARD,18984,2,12904,0.23,0.26,45983,0.16758441558441559,3.3116
Volvo EX30,51000,STANDARD,32888,2,5791,0.21,0.32,50373,0.11354901960784314,3.2167
Audi Q4 e-tron,52000,STANDARD,25045,1,8257,0.12,0.25,34484,0.15878846153846154,3.2943
Skoda Enyaq,77000,STANDARD,37006,0,7873,0.31,0.24,69441,0.10224675324675325,3.1942
Tesla Model Y,75000,STANDARD,36023,4,6443,0.34,0.38,30856,0.08590666666666667,3.1517
Tesla Model Y,75000,STANDARD,35638,2,18632,0.16,0.34,34761,0.24842666666666666,3.4599
Audi Q4 e-tron,52000,STANDARD,31372,3,10341,0.27,0.26,45986,0.1988653846153846,3.3733
Volvo EX30,51000,STANDARD,36927,4,19633,0.24,0.34,40788,0.3849607843137255,3.6121
Volvo EX30,51000,STANDARD,19417,0,15397,0.29,0.3,35169,0.30190196078431375,3.5181
Skoda Enyaq,77000,STANDARD,40814,3,6636,0.02,0.25,21752,0.08618181818181818,3.1524
Skoda Enyaq,77000,STANDARD,3707,0,18018,0.08,0.27,42917,0.234,3.4352
Tesla Model 3,75000,STANDARD,42522,4,18882,0.09,0.31,48709,0.25176,3.4656
Tesla Model Y,75000,STANDARD,24970,2,14894,0.18,0.27,54873,0.19858666666666666,3.3728
Tesla Model Y,75000,STANDARD,38614,2,6683,0.27,0.3,39179,0.08910666666666667,3.16
Tesla Model Y,75000,STANDARD,24300,2,17681,0.35,0.27,63086,0.23574666666666666,3.4382
Tesla Model Y,75000,STANDARD,22648,1,10177,0.32,0.27,35590,0.13569333333333333,3.2542
Skoda Enyaq,77000,STANDARD,39749,3,17022,0.1,0.26,33945,0.22106493506493508,3.413
Tesla Model Y,75000,STANDARD,36732,3,19856,0.23,0.21,51509,0.2647466666666667,3.4809
Skoda Enyaq,77000,STANDARD,31165,2,14426,0.06,0.28,36538,0.18735064935064935,3.3506
Tesla Model Y,75000,STANDARD,7578,0,17695,0.2,0.23,40321,0.23593333333333333,3.4385
Tesla Model Y,75000,STANDARD,35414,4,15082,0.16,0.38,30502,0.20109333333333335,3.3777
Audi Q4 e-tron,52000,STANDARD,41399,2,16762,0.35,0.3,51439,0.32234615384615384,3.5375
Volvo EX30,51000,STANDARD,43011,1,5146,0.34,0.23,30144,0.10090196078431372,3.1907
Skoda Enyaq,77000,STANDARD,40671,2,17955,0.34,0.31,46722,0.23318181818181818,3.4338
Tesla Model Y,75000,STANDARD,29538,1,13791,0.1,0.33,63539,0.18388,3.3438
Tesla Model Y,75000,STANDARD,28005,4,7127,0.03,0.34,72872,0.09502666666666666,3.1754
Skoda Enyaq,77000,STANDARD,29731,2,18199,0.03,0.38,60640,0.23635064935064934,3.4392
Volvo EX30,51000,STANDARD,34084,2,18700,0.3,0.21,46135,0.36666666666666664,3.5856
Volvo EX30,51000,STANDARD,24248,4,17443,0.12,0.33,36275,0.34201960784313723,3.5561
Tesla Model 3,75000,STANDARD,28643,2,19928,0.16,0.37,70226,0.26570666666666665,3.4819
Skoda Enyaq,77000,STANDARD,34804,4,14610,0.09,0.3,34282,0.18974025974025974,3.3553
Skoda Enyaq,77000,STANDARD,34138,3,5363,0.14,0.27,30563,0.06964935064935066,3.1094
Tesla Model 3,75000,STANDARD,14650,0,13464,0.24,0.34,50655,0.17952,3.3352
Skoda Enyaq,77000,STANDARD,22944,0,7948,0.09,0.22,70214,0.10322077922077923,3.1967
Skoda Enyaq,77000,STANDARD,16937,1,19597,0.1,0.22,69444,0.2545064935064935,3.4704
Tesla Model Y,75000,STANDARD,13883,3,14472,0.03,0.26,49151,0.19296,3.3617
Volvo EX30,51000,STANDARD,13821,1,7772,0.07,0.34,23471,0.1523921568627451,3.2826
Tesla Model Y,75000,STANDARD,26512,4,6722,0.14,0.32,30117,0.08962666666666666,3.1614
Tesla Model 3,75000,STANDARD,31033,2,13086,0.03,0.21,56000,0.17448,3.3252
Volvo EX30,51000,STANDARD,29972,0,14756,0.16,0.38,34453,0.28933333333333333,3.5055
Tesla Model Y,75000,STANDARD,22786,4,7062,0.13,0.36,31252,0.09416,3.1732
Audi Q4 e-tron,52000,STANDARD,20373,3,17380,0.28,0.38,46795,0.3342307692307692,3.5488
Skoda Enyaq,77000,STANDARD,29647,2,9292,0.25,0.24,67414,0.12067532467532467,3.2288
Tesla Model Y,75000,STANDARD,24735,0,6021,0.31,0.31,36124,0.08028,3.1371
Tesla Model Y,75000,STANDARD,12923,0,12172,0.03,0.38,67861,0.16229333333333334,3.3012
Tesla Model Y,75000,STANDARD,13855,0,17027,0.07,0.3,70329,0.22702666666666665,3.4232
Tesla Model Y,75000,STANDARD,3505,2,7931,0.08,0.26,67688,0.10574666666666667,3.2033
Skoda Enyaq,77000,STANDARD,34244,3,19284,0.26,0.34,58139,0.25044155844155847,3.4634
Skoda Enyaq,77000,STANDARD,30675,2,7522,0.2,0.23,27402,0.09768831168831169,3.1823
Tesla Model Y,75000,STANDARD,25739,1,19168,0.32,0.4,37507,0.2555733333333333,3.4718
Volvo EX30,51000,STANDARD,15013,2,18544,0.01,0.3,39052,0.3636078431372549,3.5812
Tesla Model Y,75000,STANDARD,29519,0,16654,0.25,0.3,60046,0.22205333333333332,3.4147
Tesla Model Y,75000,STANDARD,14065,3,12036,0.3,0.23,66944,0.16048,3.2976
Audi Q4 e-tron,52000,STANDARD,40174,3,9038,0.17,0.23,43376,0.1738076923076923,3.3239
Volvo EX30,51000,STANDARD,20810,1,18732,0.13,0.37,37249,0.3672941176470588,3.5865
Tesla Model Y,75000,STANDARD,13339,1,18549,0.17,0.22,56444,0.24732,3.458
Tesla Model Y,75000,STANDARD,36399,4,13624,0.13,0.25,43753,0.18165333333333333,3.3394
Volvo EX30,51000,STANDARD,10920,0,5813,0.04,0.34,42542,0.11398039215686274,3.2174
Tesla Model Y,75000,STANDARD,35304,3,18595,0.2,0.39,44631,0.24793333333333334,3.4591
Skoda Enyaq,77000,STANDARD,25189,2,16733,0.32,0.35,69810,0.21731168831168832,3.4066
Tesla Model Y,75000,STANDARD,20741,3,5639,0.18,0.32,64114,0.07518666666666667,3.1238
Audi Q4 e-tron,52000,STANDARD,37105,1,15756,0.31,0.32,39002,0.303,3.5192
Tesla Model Y,75000,STANDARD,21514,0,5466,0.05,0.32,41229,0.07288,3.1178
Tesla Model Y,75000,STANDARD,2199,0,12671,0.02,0.36,62194,0.16894666666666666,3.3143
Audi Q4 e-tron,52000,STANDARD,11555,2,15210,0.13,0.23,46420,0.2925,3.5087
Audi Q4 e-tron,52000,STANDARD,17643,1,13985,0.34,0.4,41439,0.2689423076923077,3.4851
Tesla Model 3,75000,STANDARD,16606,3,12943,0.17,0.24,59145,0.17257333333333333,3.3215
Volvo EX30,51000,STANDARD,25040,4,7459,0.07,0.31,46091,0.1462549019607843,3.2721
Tesla Model Y,75000,STANDARD,7819,4,14285,0.27,0.31,40447,0.19046666666666667,3.3568
Audi Q4 e-tron,52000,STANDARD,11039,1,5784,0.26,0.32,27405,0.11123076923076923,3.2127
Skoda Enyaq,77000,STANDARD,15052,3,7576,0.0,0.35,51941,0.09838961038961039,3.1842
Audi Q4 e-tron,52000,STANDARD,42890,0,13348,0.25,0.35,49860,0.2566923076923077,3.4729
Skoda Enyaq,77000,STANDARD,35678,3,19468,0.03,0.35,60516,0.25283116883116885,3.4675
Tesla Model 3,75000,STANDARD,5258,2,5201,0.3,0.27,63535,0.06934666666666667,3.1086
Audi Q4 e-tron,52000,STANDARD,27129,3,12744,0.2,0.39,37690,0.24507692307692308,3.4542
Skoda Enyaq,77000,STANDARD,11687,0,18753,0.24,0.2,48890,0.24354545454545454,3.4516
Audi Q4 e-tron,52000,STANDARD,4646,3,7655,0.23,0.4,44295,0.14721153846153845,3.2738
Tesla Model Y,75000,STANDARD,29577,0,12643,0.14,0.3,61628,0.16857333333333333,3.3136
Tesla Model Y,75000,STANDARD,2234,2,7706,0.13,0.38,48508,0.10274666666666667,3.1955
Tesla Model Y,75000,STANDARD,6035,3,12932,0.15,0.25,66040,0.17242666666666667,3.3212
Tesla Model 3,75000,STANDARD,8236,4,17045,0.12,0.35,49505,0.22726666666666667,3.4237
Skoda Enyaq,77000,STANDARD,3547,1,8898,0.15,0.36,27696,0.11555844155844155,3.2201
Audi Q4 e-tron,52000,STANDARD,17188,2,16006,0.2,0.28,47305,0.3078076923076923,3.5238
Tesla Model Y,75000,STANDARD,41049,0,19689,0.28,0.34,64121,0.26252,3.4787
Tesla Model Y,75000,STANDARD,27505,2,9050,0.03,0.39,65494,0.12066666666666667,3.2287
Audi Q4 e-tron,52000,STANDARD,12339,2,9725,0.29,0.38,32007,0.18701923076923077,3.35
Skoda Enyaq,77000,STANDARD,37109,3,18418,0.05,0.23,63859,0.23919480519480518,3.4441
Skoda Enyaq,77000,STANDARD,5070,3,14821,0.35,0.36,46004,0.19248051948051947,3.3607
Skoda Enyaq,77000,STANDARD,23406,1,9010,0.05,0.4,71070,0.11701298701298701,3.2225
Tesla Model Y,75000,STANDARD,35159,4,6163,0.16,0.37,44372,0.08217333333333333,3.142
Audi Q4 e-tron,52000,STANDARD,6962,3,12246,0.0,0.24,32486,0.2355,3.4378
Skoda Enyaq,77000,STANDARD,10754,4,9222,0.21,0.22,71639,0.11976623376623377,3.2272
Skoda Enyaq,77000,STANDARD,19376,3,16132,0.03,0.4,31414,0.2095064935064935,3.3932
Volvo EX30,51000,STANDARD,9697,1,17321,0.25,0.36,43819,0.33962745098039215,3.5539
Tesla Model Y,75000,STANDARD,36119,4,8362,0.23,0.3,69756,0.11149333333333333,3.2132
Tesla Model 3,75000,STANDARD,6632,0,11975,0.16,0.33,36743,0.15966666666666668,3.296
Tesla Model Y,75000,STANDARD,712,2,18651,0.01,0.23,57148,0.24868,3.4604
Skoda Enyaq,77000,STANDARD,9482,1,16427,0.27,0.23,58133,0.21333766233766233,3.3998
Tesla Model Y,75000,STANDARD,37270,3,9931,0.08,0.33,29084,0.13241333333333333,3.2487
Tesla Model Y,75000,STANDARD,29523,0,19886,0.03,0.4,38326,0.26514666666666664,3.4813
Tesla Model Y,75000,STANDARD,33741,2,6679,0.3,0.2,71052,0.08905333333333333,3.1599
Tesla Model 3,75000,STANDARD,4931,1,11643,0.06,0.26,45333,0.15524,3.2874
Volvo EX30,51000,STANDARD,26717,0,17500,0.33,0.25,46775,0.3431372549019608,3.5572
Volvo EX30,51000,STANDARD,36042,3,16892,0.01,0.36,49142,0.3312156862745098,3.5459
Skoda Enyaq,77000,STANDARD,31135,4,7178,0.15,0.37,64560,0.09322077922077922,3.1707
Volvo EX30,51000,STANDARD,11630,2,19769,0.05,0.33,43019,0.38762745098039214,3.6159
Tesla Model Y,75000,STANDARD,11482,2,18027,0.19,0.28,61578,0.24036,3.4461
Audi Q4 e-tron,52000,STANDARD,7045,4,17025,0.35,0.36,50931,0.32740384615384616,3.5423
Skoda Enyaq,77000,STANDARD,29057,3,16027,0.29,0.34,66026,0.20814285714285713,3.3909
Tesla Model 3,75000,STANDARD,30671,4,15359,0.19,0.2,46828,0.20478666666666667,3.385
Volvo EX30,51000,STANDARD,10712,1,9961,0.18,0.37,30548,0.19531372549019607,3.3663
Volvo EX30,51000,STANDARD,28536,0,11260,0.17,0.32,40659,0.2207843137254902,3.4125
Tesla Model Y,75000,STANDARD,6518,3,7871,0.22,0.28,53956,0.10494666666666666,3.2012
Tesla Model 3,75000,STANDARD,26160,1,19028,0.16,0.3,55088,0.2537066666666667,3.469
Tesla Model Y,75000,STANDARD,10005,3,8177,0.09,0.34,44035,0.10902666666666666,3.209
Tesla Model Y,75000,STANDARD,26301,4,17012,0.0,0.29,58846,0.22682666666666668,3.4229
Volvo EX30,51000,STANDARD,6280,3,14740,0.16,0.3,33395,0.28901960784313724,3.5052
Tesla Model Y,75000,STANDARD,23462,2,17533,0.05,0.39,32876,0.23377333333333333,3.4348
Tesla Model Y,75000,STANDARD,15575,2,18839,0.02,0.31,61873,0.25118666666666667,3.4647
Skoda Enyaq,77000,STANDARD,42589,0,17580,0.2,0.25,35424,0.2283116883116883,3.4254
Tesla Model Y,75000,STANDARD,23728,1,16228,0.3,0.4,55954,0.21637333333333333,3.405
Tesla Model Y,75000,STANDARD,3937,2,16929,0.24,0.3,44446,0.22572,3.421
Volvo EX30,51000,STANDARD,13784,0,7731,0.25,0.21,41065,0.15158823529411763,3.2812
Audi Q4 e-tron,52000,STANDARD,3309,1,16334,0.09,0.37,48954,0.31411538461538463,3.5298
Tesla Model Y,75000,STANDARD,10857,0,14103,0.3,0.4,34343,0.18804,3.352
Tesla Model Y,75000,STANDARD,23572,4,10676,0.29,0.23,33698,0.14234666666666668,3.2655
Skoda Enyaq,77000,STANDARD,40672,4,6174,0.27,0.32,44754,0.08018181818181819,3.1368
Audi Q4 e-tron,52000,STANDARD,6856,4,12291,0.32,0.27,33116,0.23636538461538462,3.4393
Tesla Model Y,75000,STANDARD,704,4,17662,0.16,0.28,67889,0.23549333333333333,3.4378
Tesla Model Y,75000,STANDARD,6466,4,18978,0.35,0.31,60786,0.25304,3.4678
Tesla Model 3,75000,STANDARD,2092,1,11126,0.32,0.36,41764,0.14834666666666665,3.2757
Tesla Model 3,75000,STANDARD,36554,4,6536,0.25,0.21,57665,0.08714666666666666,3.1549
Tesla Model Y,75000,STANDARD,38147,3,13717,0.14,0.27,67231,0.18289333333333332,3.3418
Skoda Enyaq,77000,STANDARD,15805,3,15573,0.18,0.24,35121,0.20224675324675326,3.38
Skoda Enyaq,77000,STANDARD,20942,0,12776,0.28,0.4,55674,0.16592207792207792,3.3084
Tesla Model 3,75000,STANDARD,15319,0,8381,0.35,0.22,65730,0.11174666666666666,3.2136
Audi Q4 e-tron,52000,STANDARD,31659,4,17604,0.27,0.34,49826,0.33853846153846157,3.5528
Skoda Enyaq,77000,STANDARD,6457,4,8483,0.02,0.35,74459,0.11016883116883117,3.2109
Tesla Model Y,75000,STANDARD,21204,0,12110,0.31,0.27,59871,0.16146666666666668,3.2996
Tesla Model Y,75000,STANDARD,34198,1,10110,0.03,0.38,32676,0.1348,3.2527
Volvo EX30,51000,STANDARD,33928,0,10739,0.16,0.21,26657,0.2105686274509804,3.395
Tesla Model Y,75000,STANDARD,17139,3,14211,0.07,0.26,69191,0.18948,3.3548
Volvo EX30,51000,STANDARD,29552,2,7296,0.3,0.25,40803,0.14305882352941177,3.2667
Tesla Model Y,75000,STANDARD,36804,2,18635,0.1,0.36,40942,0.24846666666666667,3.46
Tesla Model 3,75000,STANDARD,16860,4,18493,0.11,0.38,46748,0.24657333333333334,3.4568
Tesla Model Y,75000,STANDARD,22377,3,5690,0.01,0.31,25738,0.07586666666666667,3.1256
Volvo EX30,51000,STANDARD,2081,1,7000,0.17,0.26,44137,0.13725490196078433,3.2569
Skoda Enyaq,77000,STANDARD,17473,3,6081,0.02,0.28,36776,0.07897402597402597,3.1337
Tesla Model 3,75000,STANDARD,39981,1,17876,0.04,0.28,60745,0.23834666666666668,3.4427
Skoda Enyaq,77000,STANDARD,40895,3,15714,0.11,0.35,59091,0.20407792207792208,3.3836
Skoda Enyaq,77000,STANDARD,21241,0,7244,0.25,0.26,68003,0.09407792207792208,3.173
Volvo EX30,51000,STANDARD,12355,4,8844,0.02,0.4,47617,0.17341176470588235,3.3231
Volvo EX30,51000,STANDARD,33715,4,15410,0.3,0.39,31919,0.30215686274509806,3.5184
Skoda Enyaq,77000,STANDARD,14269,0,16221,0.3,0.26,40785,0.21066233766233766,3.3952
Tesla Model 3,75000,STANDARD,1330,3,6755,0.24,0.28,25999,0.09006666666666667,3.1625
Volvo EX30,51000,STANDARD,8394,1,17322,0.14,0.34,50135,0.3396470588235294,3.5539
Tesla Model Y,75000,STANDARD,14034,4,18228,0.29,0.25,56005,0.24304,3.4507
Volvo EX30,51000,STANDARD,17414,1,9837,0.18,0.38,38956,0.19288235294117648,3.3615
Tesla Model Y,75000,STANDARD,574,4,8706,0.32,0.37,70136,0.11608,3.221
Tesla Model Y,75000,STANDARD,1182,1,16014,0.24,0.37,53103,0.21352,3.4001
Tesla Model Y,75000,STANDARD,26325,2,11827,0.26,0.4,55602,0.15769333333333332,3.2921
Volvo EX30,51000,STANDARD,11137,4,14032,0.16,0.38,29958,0.2751372549019608,3.4913
Audi Q4 e-tron,52000,STANDARD,16229,4,5945,0.07,0.28,33040,0.11432692307692308,3.218
Audi Q4 e-tron,52000,STANDARD,29860,1,17501,0.33,0.3,39871,0.3365576923076923,3.551
Tesla Model Y,75000,STANDARD,31725,4,18046,0.02,0.28,41731,0.24061333333333335,3.4465
Volvo EX30,51000,STANDARD,25252,4,13418,0.07,0.32,41881,0.26309803921568625,3.4793
Volvo EX30,51000,STANDARD,4593,3,8089,0.29,0.35,34552,0.1586078431372549,3.2939
Tesla Model 3,75000,STANDARD,3321,0,19666,0.12,0.25,71081,0.26221333333333335,3.4784
Tesla Model 3,75000,STANDARD,37553,4,15758,0.15,0.34,62657,0.21010666666666666,3.3942
Tesla Model 3,75000,STANDARD,29393,0,13500,0.14,0.32,61309,0.18,3.3361
Tesla Model 3,75000,STANDARD,30949,1,9499,0.23,0.31,51358,0.12665333333333334,3.2389
Tesla Model Y,75000,STANDARD,7122,3,9969,0.09,0.29,32011,0.13292,3.2495
Volvo EX30,51000,STANDARD,8334,1,9336,0.21,0.35,34153,0.18305882352941177,3.3421
Tesla Model Y,75000,STANDARD,13403,4,6609,0.25,0.29,53715,0.08812,3.1575
Volvo EX30,51000,STANDARD,3264,1,8997,0.01,0.27,37105,0.17641176470588235,3.329
Tesla Model Y,75000,STANDARD,28820,3,6519,0.22,0.38,38767,0.08692,3.1543
Tesla Model Y,75000,STANDARD,16838,0,7120,0.33,0.39,71657,0.09493333333333333,3.1752
Volvo EX30,51000,STANDARD,7730,4,13312,0.26,0.31,35027,0.26101960784313727,3.4772
Tesla Model Y,75000,STANDARD,36261,1,9045,0.26,0.29,39450,0.1206,3.2286
Tesla Model Y,75000,STANDARD,42948,2,18939,0.16,0.33,70400,0.25252,3.4669
Skoda Enyaq,77000,STANDARD,26740,0,16441,0.17,0.22,33913,0.21351948051948053,3.4001
Volvo EX30,51000,STANDARD,33968,2,10633,0.1,0.28,46282,0.20849019607843136,3.3915
Tesla Model 3,75000,STANDARD,20483,2,17074,0.22,0.22,58054,0.22765333333333335,3.4243
Tesla Model 3,75000,STANDARD,11379,2,16376,0.34,0.27,33861,0.21834666666666666,3.4084
Audi Q4 e-tron,52000,STANDARD,35177,1,6675,0.19,0.27,48015,0.1283653846153846,3.2418
Tesla Model Y,75000,STANDARD,23610,3,13975,0.33,0.3,60434,0.18633333333333332,3.3486
Audi Q4 e-tron,52000,STANDARD,11373,0,6151,0.03,0.21,24295,0.11828846153846154,3.2247
Skoda Enyaq,77000,STANDARD,294,1,12087,0.31,0.21,58349,0.15697402597402596,3.2907
Volvo EX30,51000,STANDARD,21948,1,12929,0.03,0.26,38551,0.25350980392156863,3.4686
Tesla Model Y,75000,STANDARD,18111,4,7630,0.09,0.3,68329,0.10173333333333333,3.1929
Tesla Model 3,75000,STANDARD,14864,2,5121,0.07,0.28,30942,0.06828,3.1059
Volvo EX30,51000,STANDARD,9143,0,17313,0.25,0.24,49082,0.33947058823529414,3.5537
Tesla Model 3,75000,STANDARD,9379,2,7573,0.28,0.22,29177,0.10097333333333333,3.1909
Volvo EX30,51000,STANDARD,16653,0,8797,0.2,0.32,34439,0.17249019607843138,3.3213
Tesla Model Y,75000,STANDARD,17762,2,18935,0.18,0.27,35803,0.2524666666666667,3.4669
Skoda Enyaq,77000,STANDARD,18562,4,19898,0.0,0.31,48238,0.25841558441558443,3.4746
Skoda Enyaq,77000,STANDARD,16656,2,8951,0.23,0.28,66544,0.11624675324675325,3.2212
Tesla Model Y,75000,STANDARD,5016,4,16086,0.14,0.23,65208,0.21448,3.4017
Tesla Model Y,75000,STANDARD,29725,0,7043,0.14,0.38,28325,0.09390666666666667,3.1725
Tesla Model Y,75000,STANDARD,33403,1,9128,0.09,0.31,67280,0.12170666666666667,3.2305
Audi Q4 e-tron,52000,STANDARD,40133,3,10428,0.28,0.38,26881,0.20053846153846153,3.3766
Volvo EX30,51000,STANDARD,14864,1,17293,0.31,0.34,50368,0.339078431372549,3.5533
Volvo EX30,51000,STANDARD,15203,1,5362,0.16,0.29,31401,0.10513725490196078,3.2017
Tesla Model 3,75000,STANDARD,31064,3,17898,0.25,0.39,47642,0.23864,3.4432
Tesla Model Y,75000,STANDARD,13805,1,15167,0.01,0.21,48382,0.20222666666666667,3.3799
Volvo EX30,51000,STANDARD,28062,3,5322,0.0,0.21,24914,0.10435294117647059,3.1997
Volvo EX30,51000,STANDARD,34322,2,18509,0.29,0.35,35943,0.362921568627451,3.5802
Skoda Enyaq,77000,STANDARD,6624,4,7701,0.05,0.39,74015,0.10001298701298701,3.1884
Tesla Model Y,75000,STANDARD,35826,0,16116,0.12,0.27,44594,0.21488,3.4024
Skoda Enyaq,77000,STANDARD,33715,3,15146,0.01,0.25,31304,0.1967012987012987,3.369
Audi Q4 e-tron,52000,STANDARD,36982,0,12090,0.07,0.38,31416,0.2325,3.4326
Tesla Model Y,75000,STANDARD,13058,0,7415,0.25,0.26,52448,0.09886666666666667,3.1854
Tesla Model Y,75000,STANDARD,40125,0,8796,0.19,0.36,54551,0.11728,3.223
Skoda Enyaq,77000,STANDARD,2289,4,9091,0.27,0.24,36096,0.11806493506493507,3.2243
Tesla Model Y,75000,STANDARD,36711,3,12518,0.19,0.23,58890,0.16690666666666668,3.3103
Tesla Model Y,75000,STANDARD,40764,1,14517,0.34,0.38,39653,0.19356,3.3629
Tesla Model Y,75000,STANDARD,20157,0,9090,0.05,0.33,26685,0.1212,3.2297
Audi Q4 e-tron,52000,STANDARD,42656,1,16130,0.11,0.3,43996,0.3101923076923077,3.5261
Tesla Model Y,75000,STANDARD,10869,4,7763,0.22,0.3,27391,0.10350666666666666,3.1975
Volvo EX30,51000,STANDARD,38322,1,15467,0.33,0.24,42908,0.30327450980392157,3.5195
Audi Q4 e-tron,52000,STANDARD,11239,0,15155,0.01,0.38,34012,0.29144230769230767,3.5076
Tesla Model Y,75000,STANDARD,21097,1,12384,0.16,0.27,62444,0.16512,3.3068
Tesla Model Y,75000,STANDARD,26041,0,18003,0.09,0.35,63716,0.24004,3.4456
Volvo EX30,51000,STANDARD,20672,2,17818,0.1,0.4,43733,0.34937254901960785,3.5631
Tesla Model 3,75000,STANDARD,37253,3,15819,0.16,0.34,49740,0.21092,3.3956
Audi Q4 e-tron,52000,STANDARD,30664,2,5680,0.13,0.25,36977,0.10923076923076923,3.2093
Tesla Model Y,75000,STANDARD,18014,0,8693,0.01,0.24,63428,0.11590666666666667,3.2207
Tesla Model Y,75000,STANDARD,25181,4,14884,0.03,0.4,65102,0.19845333333333334,3.3725
Tesla Model Y,75000,STANDARD,35712,3,12936,0.02,0.37,49095,0.17248,3.3213
Volvo EX30,51000,STANDARD,28404,1,5883,0.01,0.37,46574,0.11535294117647059,3.2197
Volvo EX30,51000,STANDARD,33886,0,12626,0.24,0.4,36872,0.2475686274509804,3.4585
Tesla Model Y,75000,STANDARD,15560,3,8606,0.05,0.27,43703,0.11474666666666666,3.2187
Tesla Model Y,75000,STANDARD,32521,3,12996,0.21,0.25,70508,0.17328,3.3229
Tesla Model Y,75000,STANDARD,21755,4,16421,0.02,0.26,72464,0.21894666666666668,3.4094
Volvo EX30,51000,STANDARD,34172,0,8700,0.16,0.39,34529,0.17058823529411765,3.3176
Skoda Enyaq,77000,STANDARD,1256,2,14536,0.32,0.29,53838,0.18877922077922077,3.3534
Tesla Model 3,75000,STANDARD,34053,1,19797,0.09,0.39,51230,0.26396,3.4802
Volvo EX30,51000,STANDARD,19489,2,15097,0.22,0.38,48630,0.29601960784313724,3.5122
Skoda Enyaq,77000,STANDARD,20327,2,9133,0.28,0.36,51395,0.11861038961038961,3.2253
Tesla Model Y,75000,STANDARD,18875,4,16476,0.01,0.37,52404,0.21968,3.4107
Tesla Model Y,75000,STANDARD,32216,2,14601,0.31,0.28,32109,0.19468,3.3651
